timestamp,cpu_usage,ram_usage,disk_usage,network_in,network_out,disk_read,disk_write,temperature,process_count,anomaly
14:32:01,33.9,46.8,56.5,103,91,36,16,50.9,110,0
14:33:01,54.9,47.5,54.4,127,145,28,15,48.4,147,0
14:34:01,42.9,48.8,52.8,147,103,30,26,52.2,110,0
14:35:01,43.6,55.4,58.3,155,117,37,26,49.1,144,0
14:36:01,32.1,52.5,50.1,157,101,20,30,47.8,122,0
14:37:01,41.9,53.4,55.5,147,136,23,29,42.8,131,0
14:38:01,38.1,49.5,58.9,107,146,35,30,46.0,125,0
14:39:01,46.3,55.2,52.2,156,116,28,27,46.1,147,0
14:40:01,37.7,49.1,53.2,168,85,29,19,43.1,138,0
14:41:01,49.4,51.9,52.8,119,143,40,18,44.4,133,0
14:42:01,42.7,49.9,54.8,113,121,29,15,45.3,144,0
14:43:01,55.6,51.4,50.1,173,114,31,16,42.4,119,0
14:44:01,38.4,50.6,58.2,158,82,27,22,48.4,114,0
14:45:01,58.6,49.1,53.0,148,122,29,27,54.6,135,0
14:46:01,50.9,46.4,57.0,131,89,32,25,54.7,135,0
14:47:01,57.8,58.3,58.3,179,150,30,20,42.5,150,0
14:48:01,54.0,46.8,51.0,129,108,32,28,54.2,115,0
14:49:01,40.3,52.4,59.8,169,141,32,30,43.8,142,0
14:50:01,44.4,45.7,53.1,176,83,37,16,50.1,150,0
14:51:01,54.9,56.8,56.7,104,82,40,18,45.4,145,0
14:52:01,36.9,52.7,55.5,166,80,39,26,45.8,138,0
14:53:01,37.2,45.8,56.4,169,146,37,15,53.6,126,0
14:54:01,50.6,49.5,56.7,150,126,31,21,48.9,142,0
14:55:01,35.5,56.3,53.8,167,85,39,27,50.4,125,0
14:56:01,50.0,49.6,51.3,160,122,33,20,43.4,110,0
14:57:01,54.1,59.7,59.2,106,142,23,17,46.0,141,0
14:58:01,44.1,50.4,57.9,159,146,30,15,42.6,145,0
14:59:01,41.4,46.8,53.7,135,140,33,26,52.3,125,0
15:00:01,46.3,57.3,54.6,147,142,35,26,52.6,125,0
15:01:01,46.4,47.2,53.8,116,111,37,17,52.8,120,0
15:02:01,33.9,48.2,54.7,117,114,23,23,49.5,131,0
15:03:01,53.7,51.7,58.3,151,149,34,28,49.6,143,0
15:04:01,52.5,49.0,50.9,172,143,31,29,49.6,149,0
15:05:01,97.2,89.4,63.6,1017,778,533,329,94.4,557,1
15:06:01,52.4,48.1,57.7,170,122,29,30,51.0,125,0
15:07:01,43.3,47.9,59.8,111,90,31,15,45.7,110,0
15:08:01,98.5,88.9,62.0,1389,970,888,426,82.1,396,1
15:09:01,44.7,45.5,51.8,105,118,22,24,45.2,113,0
15:10:01,58.5,47.2,57.8,102,107,32,20,50.2,138,0
15:11:01,53.5,51.0,57.8,102,126,27,22,49.3,128,0
15:12:01,43.7,48.8,50.2,113,99,36,29,51.3,122,0
15:13:01,59.9,57.9,55.3,165,127,40,17,44.6,128,0
15:14:01,34.8,58.3,52.4,164,129,28,22,48.1,110,0
15:15:01,47.5,58.6,53.4,131,91,38,27,47.2,115,0
15:16:01,50.7,57.9,58.5,152,108,40,26,45.1,139,0
15:17:01,35.9,48.8,59.7,179,81,27,18,49.7,128,0
15:18:01,51.6,47.1,55.3,145,131,26,23,42.8,115,0
15:19:01,59.7,55.2,55.5,160,107,23,20,50.2,131,0
15:20:01,59.3,51.4,58.9,134,124,22,28,43.2,135,0
15:21:01,92.4,86.3,68.1,925,967,799,768,77.4,582,1
15:22:01,58.4,52.6,51.1,178,115,27,17,49.6,110,0
15:23:01,33.5,51.5,55.2,128,104,37,18,44.8,115,0
15:24:01,53.7,51.5,56.5,149,82,23,29,51.6,112,0
15:25:01,31.3,47.2,53.5,104,97,30,28,43.9,116,0
15:26:01,40.8,47.0,58.4,177,130,26,28,46.5,127,0
15:27:01,49.5,58.3,57.0,169,80,37,21,50.7,146,0
15:28:01,48.4,48.4,53.5,109,131,35,30,50.1,112,0
15:29:01,56.7,56.5,58.6,177,84,32,20,42.9,123,0
15:30:01,53.4,47.3,56.8,125,101,22,29,51.5,137,0
15:31:01,43.8,53.7,50.8,168,137,27,17,54.0,117,0
15:32:01,45.0,54.8,52.1,109,104,29,22,52.6,142,0
15:33:01,46.4,55.5,51.1,114,118,29,25,50.6,121,0
15:34:01,46.5,48.7,56.6,128,83,25,16,42.8,129,0
15:35:01,43.7,58.7,56.8,156,84,29,21,44.1,115,0
15:36:01,41.8,56.0,53.8,153,88,37,22,51.7,124,0
15:37:01,53.1,56.7,55.0,155,85,37,25,49.3,120,0
15:38:01,49.9,53.0,52.6,115,90,39,20,46.6,125,0
15:39:01,50.0,54.6,57.4,151,101,27,27,47.9,111,0
15:40:01,49.7,45.5,53.5,106,98,36,28,43.1,141,0
15:41:01,30.6,46.9,51.8,153,127,30,19,44.6,119,0
15:42:01,41.2,46.8,54.2,172,134,28,29,54.1,148,0
15:43:01,50.0,45.5,50.3,171,100,24,18,49.2,127,0
15:44:01,37.1,51.3,59.3,136,116,38,29,54.6,133,0
15:45:01,47.3,55.9,58.2,162,80,36,17,44.7,117,0
15:46:01,41.2,57.5,51.3,171,131,35,17,50.0,112,0
15:47:01,58.4,56.3,57.7,103,108,30,19,48.7,139,0
15:48:01,42.1,52.1,55.1,134,105,33,28,49.5,118,0
15:49:01,46.6,47.2,57.6,126,108,26,22,45.4,140,0
15:50:01,48.6,55.0,59.6,168,109,25,26,46.4,145,0
15:51:01,40.8,51.2,51.2,166,105,27,30,53.5,120,0
15:52:01,50.0,55.3,50.7,109,102,28,19,42.1,127,0
15:53:01,47.2,50.4,56.0,175,147,37,20,45.5,146,0
15:54:01,52.3,52.0,58.8,155,116,31,27,44.5,140,0
15:55:01,52.7,45.9,53.7,116,92,36,25,53.2,145,0
15:56:01,46.1,52.9,55.0,168,95,38,19,45.2,139,0
15:57:01,55.0,48.7,51.0,135,125,37,21,43.9,110,0
15:58:01,30.9,57.0,50.9,139,144,25,19,49.7,121,0
15:59:01,54.0,56.1,54.0,164,109,39,24,46.6,117,0
16:00:01,42.8,52.6,54.2,156,139,38,21,48.3,141,0
16:01:01,48.3,57.6,57.7,149,90,23,15,48.9,126,0
16:02:01,37.5,55.8,55.3,109,109,38,20,42.6,129,0
16:03:01,45.2,58.5,51.4,144,80,29,24,51.5,136,0
16:04:01,43.3,45.2,59.2,160,109,35,19,54.7,113,0
16:05:01,51.4,54.4,56.3,122,110,30,18,52.2,136,0
16:06:01,31.0,53.9,50.4,127,124,27,21,54.5,142,0
16:07:01,33.3,45.8,59.6,170,130,38,30,52.4,120,0
16:08:01,59.8,46.7,51.8,101,87,30,21,51.0,146,0
16:09:01,52.9,55.3,55.1,106,93,21,22,48.8,140,0
16:10:01,32.8,48.3,57.3,136,143,36,19,46.0,135,0
16:11:01,53.0,60.0,54.0,160,104,22,23,53.6,139,0
16:12:01,36.8,46.7,50.9,135,111,23,22,42.2,123,0
16:13:01,51.3,55.7,54.4,114,98,39,18,54.3,114,0
16:14:01,30.9,49.5,51.5,117,115,23,20,54.8,146,0
16:15:01,47.6,56.3,53.2,159,83,37,26,48.2,117,0
16:16:01,34.5,49.8,54.7,141,137,32,23,51.8,127,0
16:17:01,46.5,47.1,56.7,135,82,37,17,47.1,126,0
16:18:01,50.0,50.2,50.4,145,146,35,28,48.8,148,0
16:19:01,30.9,59.9,55.8,131,85,38,29,47.4,115,0
16:20:01,47.2,52.0,59.5,143,132,22,22,42.6,135,0
16:21:01,35.8,48.8,55.0,165,127,40,22,50.5,136,0
16:22:01,30.7,50.3,52.6,106,84,21,27,42.1,115,0
16:23:01,35.1,48.8,50.9,118,123,25,18,49.0,142,0
16:24:01,46.3,55.3,52.1,126,106,21,25,47.1,121,0
16:25:01,46.8,52.2,55.7,146,136,28,29,46.0,148,0
16:26:01,38.7,59.1,53.3,165,140,20,19,43.1,133,0
16:27:01,44.6,57.3,50.4,180,125,31,29,52.6,112,0
16:28:01,47.7,45.9,55.6,154,122,26,23,54.1,139,0
16:29:01,44.9,57.3,51.2,151,142,20,18,48.5,148,0
16:30:01,36.0,49.8,56.8,136,128,29,28,47.5,117,0
16:31:01,51.0,49.8,50.4,170,111,31,28,53.4,130,0
16:32:01,34.2,47.6,52.8,174,105,27,16,43.1,142,0
16:33:01,93.9,88.5,54.6,1480,1076,715,378,91.2,541,1
16:34:01,35.2,56.6,52.1,175,81,33,22,50.5,120,0
16:35:01,94.2,96.8,55.6,1159,1123,701,414,92.3,402,1
16:36:01,49.1,50.9,52.2,108,122,34,20,45.5,139,0
16:37:01,37.3,58.3,57.2,118,82,25,21,50.6,135,0
16:38:01,92.9,90.0,59.2,1458,1073,824,304,81.4,484,1
16:39:01,97.0,87.8,53.4,999,1058,763,657,82.1,575,1
16:40:01,43.6,57.6,51.4,149,130,25,30,52.2,132,0
16:41:01,59.0,46.8,54.9,118,129,32,15,48.9,110,0
16:42:01,48.1,56.7,53.3,161,123,26,30,46.1,134,0
16:43:01,59.3,57.2,52.9,127,123,29,29,50.3,123,0
16:44:01,51.2,53.1,54.2,117,138,26,28,42.5,132,0
16:45:01,59.8,46.9,51.0,148,142,38,15,49.4,117,0
16:46:01,94.3,92.3,56.7,758,1017,523,418,91.2,399,1
16:47:01,31.9,49.6,53.7,108,91,21,21,44.1,123,0
16:48:01,36.2,59.4,52.0,116,98,40,17,53.0,138,0
16:49:01,51.1,52.1,50.5,108,138,23,20,47.3,133,0
16:50:01,59.8,55.6,54.1,171,148,34,27,49.8,130,0
16:51:01,48.6,54.0,52.6,129,81,40,19,42.0,122,0
16:52:01,38.5,56.2,55.6,133,136,31,25,50.1,137,0
16:53:01,54.9,53.3,57.0,153,91,33,19,45.5,131,0
16:54:01,42.6,56.5,54.3,124,83,40,16,50.7,127,0
16:55:01,60.0,59.9,57.9,159,144,39,28,52.5,115,0
16:56:01,58.6,45.6,58.9,128,104,38,23,43.2,148,0
16:57:01,30.3,45.9,57.9,128,149,25,17,52.2,127,0
16:58:01,54.3,51.6,55.3,103,129,32,30,44.2,124,0
16:59:01,31.7,59.3,55.3,105,117,34,26,51.8,145,0
17:00:01,48.5,48.8,57.2,109,110,40,22,52.8,137,0
17:01:01,31.5,58.6,58.5,142,111,24,25,49.6,129,0
17:02:01,96.6,87.9,53.4,1479,1305,860,748,88.9,600,1
17:03:01,38.2,51.4,52.6,176,105,26,23,49.7,147,0
17:04:01,52.0,58.2,59.3,110,90,39,30,47.5,140,0
17:05:01,58.2,47.2,57.5,126,119,26,25,54.4,125,0
17:06:01,48.2,46.7,58.5,171,113,30,19,48.4,149,0
17:07:01,55.6,57.3,57.2,155,144,38,20,52.9,145,0
17:08:01,39.8,52.8,58.1,141,132,33,15,47.9,119,0
17:09:01,41.0,48.3,52.3,113,124,27,24,54.8,121,0
17:10:01,53.0,52.3,52.5,129,112,27,25,48.3,118,0
17:11:01,43.0,50.9,52.9,156,128,40,19,53.0,131,0
17:12:01,37.0,52.1,54.7,108,97,27,26,43.1,133,0
17:13:01,40.9,52.8,53.0,175,131,21,22,51.4,146,0
17:14:01,36.4,51.4,56.3,172,137,36,16,46.3,132,0
17:15:01,45.0,55.1,54.5,138,145,20,26,46.7,148,0
17:16:01,59.9,53.5,57.1,119,119,23,20,44.3,118,0
17:17:01,38.5,57.3,52.4,122,136,36,18,51.1,120,0
17:18:01,38.6,55.2,56.4,151,137,31,19,42.0,116,0
17:19:01,45.3,47.6,58.5,153,101,39,15,47.7,125,0
17:20:01,49.4,58.0,50.7,111,105,32,18,44.5,110,0
17:21:01,42.6,55.7,56.2,159,123,32,29,50.5,123,0
17:22:01,48.2,48.6,59.4,180,87,34,30,44.1,126,0
17:23:01,53.2,45.1,54.4,180,106,21,26,43.8,124,0
17:24:01,93.6,88.6,61.2,1333,864,756,766,83.0,515,1
17:25:01,52.8,56.6,56.6,121,140,38,21,53.3,131,0
17:26:01,54.9,58.0,53.2,151,103,30,20,45.3,117,0
17:27:01,85.1,85.3,53.6,887,1088,477,494,79.3,391,1
17:28:01,36.9,52.8,57.9,102,119,22,28,44.2,147,0
17:29:01,45.5,57.2,50.1,137,114,36,28,45.9,125,0
17:30:01,33.3,47.9,56.3,103,101,22,23,48.9,150,0
17:31:01,53.8,48.8,54.3,140,144,27,21,48.1,134,0
17:32:01,54.5,53.3,51.5,139,127,32,29,43.4,136,0
17:33:01,55.4,51.7,50.5,137,119,25,22,53.8,144,0
17:34:01,59.0,57.8,58.9,128,148,32,27,50.5,134,0
17:35:01,58.0,57.9,57.4,122,145,32,17,48.3,115,0
17:36:01,50.0,57.9,54.9,109,108,40,15,50.9,122,0
17:37:01,49.5,48.3,51.7,138,89,25,21,44.9,141,0
17:38:01,93.5,91.9,61.0,978,896,355,768,91.6,503,1
17:39:01,41.5,54.2,53.7,123,135,32,16,43.8,130,0
17:40:01,49.6,54.1,57.4,108,94,36,17,49.8,142,0
17:41:01,37.4,55.8,58.5,108,127,28,24,47.6,150,0
17:42:01,35.4,53.7,56.5,165,139,24,23,52.3,137,0
17:43:01,40.8,49.4,52.4,109,131,28,26,52.3,142,0
17:44:01,47.7,52.3,59.5,149,99,23,16,42.1,111,0
17:45:01,56.5,46.9,53.3,103,97,27,23,54.3,130,0
17:46:01,42.5,52.9,58.7,175,131,24,30,48.9,133,0
17:47:01,58.4,51.2,51.1,104,132,26,21,47.2,139,0
17:48:01,41.0,57.1,58.9,172,89,30,15,44.8,147,0
17:49:01,30.2,58.9,58.8,168,118,31,25,43.0,134,0
17:50:01,52.8,46.3,55.1,175,123,40,25,44.9,137,0
17:51:01,33.1,52.2,55.9,102,105,27,21,52.2,132,0
17:52:01,53.2,47.2,51.1,145,147,36,28,51.3,146,0
17:53:01,35.5,58.4,55.7,149,83,30,20,50.3,116,0
17:54:01,31.7,49.8,59.9,152,140,31,29,54.4,139,0
17:55:01,37.8,55.7,50.4,145,81,29,21,45.6,137,0
17:56:01,94.6,86.6,67.5,935,710,499,790,75.5,360,1
17:57:01,39.6,51.8,52.1,173,89,22,20,43.1,128,0
17:58:01,44.8,50.4,55.9,106,150,35,24,44.6,124,0
17:59:01,35.8,49.9,58.7,171,101,23,16,48.1,143,0
18:00:01,59.3,58.4,54.9,125,147,34,18,51.7,134,0
18:01:01,33.8,55.5,52.2,148,138,38,19,52.7,118,0
18:02:01,56.4,49.3,59.0,167,87,28,20,46.1,129,0
18:03:01,57.4,57.9,51.3,143,97,21,22,50.6,143,0
18:04:01,59.6,58.0,52.7,123,103,25,24,43.4,118,0
18:05:01,46.7,57.3,57.5,100,124,21,17,52.8,135,0
18:06:01,49.5,47.8,57.3,130,106,33,21,53.9,127,0
18:07:01,43.5,55.5,50.9,104,110,25,23,48.0,148,0
18:08:01,30.9,56.4,57.0,178,88,38,18,45.8,141,0
18:09:01,56.2,57.9,50.3,168,137,31,26,52.5,119,0
18:10:01,41.0,56.4,54.5,159,143,32,17,42.3,140,0
18:11:01,48.1,56.8,56.8,115,122,35,18,54.0,141,0
18:12:01,51.1,58.5,53.3,101,139,30,18,45.6,114,0
18:13:01,32.2,54.6,58.5,120,101,34,16,50.4,138,0
18:14:01,48.6,57.4,51.4,164,110,39,21,47.8,136,0
18:15:01,30.4,48.9,59.5,144,91,28,16,45.1,134,0
18:16:01,33.1,52.9,50.4,162,98,33,16,48.8,129,0
18:17:01,37.7,59.7,57.9,147,135,33,23,52.2,131,0
18:18:01,49.9,50.5,55.4,163,147,32,23,45.2,111,0
18:19:01,40.6,53.0,51.0,139,114,22,19,42.6,113,0
18:20:01,45.5,48.2,58.5,104,131,37,29,51.0,112,0
18:21:01,93.5,88.7,62.2,708,1208,377,637,92.4,516,1
18:22:01,55.0,59.9,58.4,161,132,40,30,47.2,119,0
18:23:01,52.4,52.0,58.6,160,138,37,21,49.8,145,0
18:24:01,38.6,52.9,56.7,141,90,39,25,54.7,142,0
18:25:01,51.1,57.9,55.0,106,104,31,20,46.4,118,0
18:26:01,39.8,51.0,52.6,101,117,40,16,42.4,138,0
18:27:01,33.4,45.8,51.4,115,138,32,30,51.8,112,0
18:28:01,50.1,47.2,52.3,115,139,25,21,54.4,132,0
18:29:01,32.8,48.9,57.0,166,100,40,21,51.1,136,0
18:30:01,33.4,51.4,56.0,143,117,26,19,49.0,119,0
18:31:01,44.1,51.6,53.5,128,81,21,29,54.4,138,0
18:32:01,36.1,50.8,59.3,149,83,24,18,45.2,117,0
18:33:01,51.7,55.3,57.4,125,142,34,18,43.0,130,0
18:34:01,32.1,50.1,58.2,175,108,28,23,42.0,120,0
18:35:01,45.5,46.8,57.1,106,100,30,24,44.7,130,0
18:36:01,55.0,47.9,53.2,172,132,34,22,54.9,135,0
18:37:01,57.4,49.4,55.9,125,146,28,16,46.2,124,0
18:38:01,34.8,59.3,54.1,166,111,25,21,43.6,115,0
18:39:01,40.4,48.3,56.4,119,80,27,17,54.7,131,0
18:40:01,46.5,53.5,51.3,156,102,35,15,42.7,112,0
18:41:01,54.1,48.9,53.4,134,113,26,22,45.2,114,0
18:42:01,96.6,85.7,56.8,770,1196,363,501,88.2,381,1
18:43:01,36.7,54.9,56.9,162,136,27,30,50.7,117,0
18:44:01,59.9,53.3,56.2,174,135,39,30,48.2,139,0
18:45:01,94.6,97.8,68.0,1149,1262,814,773,89.5,455,1
18:46:01,52.7,45.4,51.4,141,116,33,21,52.5,138,0
18:47:01,46.6,56.9,51.1,149,133,37,18,54.4,110,0
18:48:01,42.5,47.6,58.8,174,111,36,28,48.8,134,0
18:49:01,40.3,49.9,55.5,110,133,33,20,53.9,146,0
18:50:01,44.8,56.3,57.5,158,139,25,30,44.8,126,0
18:51:01,53.3,49.7,53.5,100,150,33,19,46.6,139,0
18:52:01,33.2,46.9,50.3,141,150,31,15,53.7,144,0
18:53:01,98.5,86.1,69.0,1407,1081,769,574,80.2,574,1
18:54:01,31.5,58.6,57.9,103,141,31,27,53.3,119,0
18:55:01,97.7,91.8,60.7,1193,948,607,414,85.1,575,1
18:56:01,30.1,47.0,55.6,157,86,28,15,50.4,137,0
18:57:01,37.0,48.9,58.3,140,150,35,27,43.4,122,0
18:58:01,34.2,52.1,57.0,123,112,27,30,51.5,113,0
18:59:01,39.9,48.6,53.6,152,127,37,25,45.8,110,0
19:00:01,34.8,45.6,50.6,114,99,20,19,50.1,149,0
19:01:01,34.3,48.5,57.0,166,111,22,17,49.9,127,0
19:02:01,59.2,49.2,58.4,139,116,34,23,54.5,146,0
19:03:01,41.3,53.5,59.1,117,87,28,23,43.0,143,0
19:04:01,30.2,53.7,52.7,150,116,31,28,44.7,140,0
19:05:01,34.9,45.2,50.9,168,140,30,28,51.5,115,0
19:06:01,54.6,55.5,51.2,161,110,30,21,45.7,149,0
19:07:01,55.5,45.4,57.7,179,112,33,20,44.5,146,0
19:08:01,53.8,51.4,52.8,122,109,32,29,53.6,121,0
19:09:01,40.2,46.7,55.5,143,113,28,27,47.6,147,0
19:10:01,41.6,51.4,54.3,178,107,29,19,49.5,145,0
19:11:01,45.6,52.4,56.8,174,80,35,25,48.6,142,0
19:12:01,44.1,50.9,59.6,132,119,40,26,54.2,118,0
19:13:01,33.2,47.7,51.7,140,139,22,16,51.1,147,0
19:14:01,50.7,51.6,55.8,167,136,37,27,47.0,127,0
19:15:01,40.2,45.4,56.6,104,141,24,15,44.7,146,0
19:16:01,34.4,55.3,52.1,116,89,34,30,45.4,117,0
19:17:01,31.6,51.8,55.0,149,133,25,18,51.2,115,0
19:18:01,54.1,59.6,58.2,134,136,31,18,44.1,139,0
19:19:01,33.4,55.1,52.9,158,121,23,20,50.0,122,0
19:20:01,54.1,54.9,52.6,122,112,31,18,54.6,142,0
19:21:01,95.1,94.1,60.5,715,842,501,330,92.2,395,1
19:22:01,53.7,53.0,50.5,166,120,35,25,51.3,112,0
19:23:01,57.5,45.5,59.8,127,125,30,28,50.1,127,0
19:24:01,58.1,48.1,51.3,143,133,25,18,53.3,150,0
19:25:01,58.2,56.6,57.6,151,95,39,22,42.1,150,0
19:26:01,47.8,47.0,57.0,139,114,20,16,51.5,140,0
19:27:01,59.0,53.7,59.1,119,81,37,15,51.5,136,0
19:28:01,57.1,47.5,58.5,125,150,40,19,54.5,130,0
19:29:01,32.6,57.7,52.9,180,92,24,15,47.5,134,0
19:30:01,48.4,54.6,58.5,110,135,40,25,53.5,127,0
19:31:01,47.2,59.2,54.8,117,108,37,24,50.8,116,0
19:32:01,43.8,50.0,53.8,172,134,35,15,49.5,137,0
19:33:01,92.8,85.4,67.6,1390,702,712,590,91.5,541,1
19:34:01,51.8,59.1,57.6,123,94,21,21,53.2,142,0
19:35:01,91.7,95.6,62.5,1195,1168,893,766,92.3,416,1
19:36:01,40.0,58.9,59.1,175,99,23,22,54.3,133,0
19:37:01,42.6,45.9,52.4,100,87,28,20,47.0,119,0
19:38:01,95.4,92.8,68.8,1124,1275,655,628,90.7,415,1
19:39:01,45.6,55.4,57.4,135,84,26,23,43.0,137,0
19:40:01,56.7,51.7,52.0,179,81,29,18,45.9,143,0
19:41:01,38.6,50.7,59.8,169,141,28,24,48.1,143,0
19:42:01,51.2,55.4,51.7,131,86,21,27,54.6,110,0
19:43:01,59.9,52.2,54.1,109,126,31,30,49.1,131,0
19:44:01,47.4,49.8,57.1,160,118,31,21,45.5,137,0
19:45:01,39.1,59.5,53.7,168,91,39,21,49.0,114,0
19:46:01,50.7,52.3,57.0,117,129,37,16,46.2,110,0
19:47:01,92.3,94.9,61.6,1344,1156,611,435,91.1,433,1
19:48:01,42.1,52.5,56.6,158,150,40,21,53.2,118,0
19:49:01,59.0,59.0,51.8,109,93,26,26,49.2,140,0
19:50:01,35.1,50.6,59.7,159,100,27,28,46.7,121,0
19:51:01,54.9,48.2,53.1,144,126,34,23,45.2,143,0
19:52:01,30.0,49.5,59.5,161,111,20,25,47.4,130,0
19:53:01,59.3,48.0,59.7,145,111,38,29,45.4,146,0
19:54:01,33.3,57.5,52.4,173,117,37,29,42.9,129,0
19:55:01,30.0,53.7,50.0,174,83,20,16,51.6,145,0
19:56:01,32.4,51.6,53.9,130,104,40,30,52.4,124,0
19:57:01,39.6,56.2,52.8,172,94,33,22,43.8,118,0
19:58:01,43.0,48.1,54.9,128,111,24,24,53.6,147,0
19:59:01,39.9,52.6,51.5,112,96,37,24,49.9,148,0
20:00:01,57.3,55.2,58.4,148,81,26,27,46.6,145,0
20:01:01,58.2,49.7,51.4,136,115,23,16,42.4,117,0
20:02:01,46.6,52.2,58.2,156,103,26,18,47.0,145,0
20:03:01,47.9,52.2,50.6,173,116,34,27,42.0,111,0
20:04:01,58.2,48.7,57.4,112,140,20,15,53.6,138,0
20:05:01,30.6,52.3,51.3,117,150,31,28,54.2,135,0
20:06:01,39.3,59.0,54.6,152,97,31,23,45.7,146,0
20:07:01,42.3,51.5,57.4,132,141,38,16,45.2,121,0
20:08:01,44.6,52.6,53.0,118,91,24,29,46.2,137,0
20:09:01,51.7,48.9,51.7,145,97,36,30,48.5,132,0
20:10:01,42.2,54.1,58.6,128,138,28,28,45.7,111,0
20:11:01,44.7,57.7,55.7,140,135,33,20,47.5,140,0
20:12:01,45.8,49.5,56.4,179,81,39,30,51.5,112,0
20:13:01,87.7,92.2,61.3,821,1023,853,403,83.1,543,1
20:14:01,50.2,55.8,50.9,140,90,23,17,54.3,128,0
20:15:01,37.3,46.6,53.2,179,86,35,19,53.8,115,0
20:16:01,54.6,46.2,50.5,122,96,21,28,42.6,143,0
20:17:01,59.7,59.9,58.5,135,139,32,23,54.0,113,0
20:18:01,40.7,56.7,50.9,114,82,32,30,53.3,117,0
20:19:01,38.5,56.8,59.4,156,108,25,23,43.0,115,0
20:20:01,58.2,52.0,58.0,145,148,38,15,53.1,123,0
20:21:01,57.2,59.6,60.0,157,137,34,16,47.4,130,0
20:22:01,94.3,96.6,57.9,1082,1142,452,498,78.2,471,1
20:23:01,34.2,52.8,55.9,111,118,30,20,45.9,118,0
20:24:01,94.4,92.3,55.8,920,971,816,534,86.6,440,1
20:25:01,59.9,58.3,56.7,165,90,20,22,42.1,141,0
20:26:01,58.4,55.0,51.0,132,109,33,29,47.3,127,0
20:27:01,54.2,48.5,57.7,121,100,20,21,46.4,132,0
20:28:01,54.5,57.7,53.9,168,87,32,26,42.2,111,0
20:29:01,38.4,52.8,51.9,132,93,37,24,46.5,143,0
20:30:01,35.7,54.5,59.9,145,107,36,28,46.0,139,0
20:31:01,56.1,49.5,50.3,132,84,37,26,54.3,122,0
20:32:01,44.6,54.3,58.8,106,103,34,21,53.9,143,0
20:33:01,57.3,59.5,50.5,149,123,33,16,52.5,120,0
20:34:01,35.0,52.3,52.5,147,80,32,18,46.1,132,0
20:35:01,99.2,91.1,69.1,1010,1242,891,441,94.7,561,1
20:36:01,48.2,51.4,59.9,112,98,39,29,53.2,123,0
20:37:01,36.5,47.0,54.2,175,84,32,26,49.3,128,0
20:38:01,51.3,46.1,58.8,148,121,39,15,52.0,120,0
20:39:01,46.9,54.3,57.5,166,117,33,27,49.9,123,0
20:40:01,45.3,53.0,59.2,169,112,36,16,44.6,125,0
20:41:01,36.7,52.0,52.2,176,84,24,21,42.5,127,0
20:42:01,47.7,53.4,52.1,105,144,38,20,52.5,125,0
20:43:01,48.4,50.5,56.9,149,86,28,26,42.8,111,0
20:44:01,49.6,52.6,59.0,150,127,31,25,48.3,121,0
20:45:01,50.6,56.4,56.4,131,108,27,23,45.0,121,0
20:46:01,35.6,58.6,59.1,150,86,24,25,52.5,136,0
20:47:01,54.4,56.4,54.0,163,147,31,16,52.0,112,0
20:48:01,40.5,47.3,57.2,163,106,28,16,51.0,121,0
20:49:01,57.3,50.8,58.3,127,109,31,15,45.8,117,0
20:50:01,40.5,45.5,52.4,123,110,36,23,49.1,146,0
20:51:01,41.3,52.1,56.7,161,123,30,17,46.4,114,0
20:52:01,33.1,58.6,54.4,176,96,22,22,52.4,129,0
20:53:01,31.7,49.1,55.8,102,131,29,25,51.8,124,0
20:54:01,39.4,59.1,57.0,116,146,22,30,45.4,139,0
20:55:01,37.1,45.2,57.5,100,85,23,28,54.7,125,0
20:56:01,41.1,55.8,51.3,160,112,38,23,44.0,142,0
20:57:01,96.7,99.5,62.6,986,722,641,719,82.8,529,1
20:58:01,48.6,58.1,53.5,124,128,30,16,43.2,115,0
20:59:01,54.8,45.6,52.1,109,102,36,19,54.1,119,0
21:00:01,57.0,49.0,57.2,108,92,36,20,53.9,142,0
21:01:01,37.0,47.3,51.0,116,96,23,21,44.2,111,0
21:02:01,44.8,48.2,51.3,140,109,25,30,53.1,122,0
21:03:01,52.0,46.1,55.6,170,88,20,15,46.3,119,0
21:04:01,30.7,46.2,55.5,147,123,21,19,47.9,137,0
21:05:01,34.0,52.7,57.9,114,123,30,23,52.5,126,0
21:06:01,47.0,48.4,53.7,165,110,36,19,53.6,117,0
21:07:01,37.6,53.6,57.0,118,96,22,27,48.6,139,0
21:08:01,38.3,49.2,55.5,140,149,37,28,51.8,137,0
21:09:01,39.3,54.9,56.5,177,149,35,30,54.0,129,0
21:10:01,48.0,45.9,53.3,144,106,32,26,49.1,140,0
21:11:01,56.8,54.4,56.2,124,96,25,24,50.8,136,0
21:12:01,41.1,50.6,52.5,158,90,39,15,47.5,141,0
21:13:01,35.1,55.0,53.1,123,121,29,18,53.9,118,0
21:14:01,57.8,52.0,57.0,153,146,32,20,43.8,144,0
21:15:01,44.8,48.3,59.0,178,132,21,29,50.8,117,0
21:16:01,45.0,58.0,58.8,168,149,21,24,47.8,139,0
21:17:01,43.5,59.2,52.6,109,126,20,21,43.6,147,0
21:18:01,55.7,47.8,54.3,164,110,24,17,50.1,142,0
21:19:01,58.3,50.0,58.0,103,135,35,17,47.6,132,0
21:20:01,55.4,49.4,56.2,170,103,27,28,54.7,112,0
